Date,AAPL,AMZN,COP,CVX,GOOG,HES,INTC,ORCL,OXY,XOM
2013-07-09,15.083929061889648,14.576499938964844,63.5,123.2699966430664,,68.56999969482422,23.139999389648438,31.520000457763672,86.16804504394531,93.33999633789062
2013-07-10,15.026070594787598,14.616499900817871,63.529998779296875,122.9000015258789,,68.7300033569336,23.25,31.229999542236328,85.53572082519531,92.81999969482422
2013-07-11,15.260356903076172,14.982999801635742,64.31999969482422,123.7699966430664,,70.95999908447266,23.989999771118164,31.860000610351562,86.62791442871094,93.2699966430664
2013-07-12,15.232500076293945,15.3774995803833,64.83999633789062,124.05999755859375,,71.16999816894531,23.899999618530273,31.25,86.4363021850586,93.4000015258789
2013-07-15,15.265713691711426,15.328499794006348,65.26000213623047,124.68000030517578,,71.05999755859375,23.940000534057617,32.0099983215332,86.71414184570312,93.25
2013-07-16,15.364286422729492,15.343500137329102,64.94999694824219,124.12000274658203,,70.73999786376953,24.25,32.0,85.89978790283203,93.30000305175781
2013-07-17,15.368213653564453,15.434499740600586,65.55999755859375,124.3499984741211,,71.27999877929688,24.149999618530273,32.15999984741211,86.16804504394531,93.45999908447266
2013-07-18,15.420000076293945,15.205499649047852,65.30000305175781,125.47000122070312,,72.16000366210938,23.239999771118164,32.0099983215332,87.44226837158203,94.37999725341797
2013-07-19,15.176786422729492,15.261500358581543,66.0,126.91000366210938,,73.94000244140625,23.040000915527344,31.860000610351562,88.22787475585938,95.16999816894531
2013-07-22,15.225357055664062,15.173999786376953,65.83000183105469,127.02999877929688,,73.2699966430664,22.770000457763672,31.8700008392334,88.11290740966797,94.83000183105469
2013-07-23,14.963929176330566,15.053000450134277,66.12000274658203,127.26000213623047,,73.43000030517578,22.75,32.06999969482422,88.17039489746094,95.19999694824219
2013-07-24,15.732500076293945,14.946999549865723,65.58999633789062,126.37000274658203,,72.62999725341797,22.93000030517578,32.38999938964844,87.18358612060547,94.98999786376953
2013-07-25,15.660714149475098,15.170000076293945,65.70999908447266,127.76000213623047,,73.54000091552734,23.059999465942383,32.369998931884766,87.23149108886719,94.97000122070312
2013-07-26,15.749643325805664,15.600500106811523,65.72000122070312,127.55999755859375,,73.19999694824219,23.260000228881836,32.540000915527344,86.94407653808594,94.79000091552734
